ST_PC_CODE,ST_NAME,ST_CODE,PC_NAME,PC_CODE,CANDIDATE_NAME,ST_PC_CODE_NAME,CANDIDATE_SEX,CANDIDATE_CATEGORY,CANDIDATE_AGE,PARTY_ABB,TOTAL_VOTES_POLLED,POSITION,PARTY_NAME,MARGIN
33_34,TAMIL NADU,33,VIRUDUNAGAR,34,SANTHANA KRISHNAN G,33_34_SANTHANA KRISHNAN G,M,GEN,37.0,TNMC,3411,8,Tamil Nadu Makkal Congress,0
33_34,TAMIL NADU,33,VIRUDUNAGAR,34,SOLAIRAJ K,33_34_SOLAIRAJ K,M,GEN,49.0,IND,2721,9,Independent,0
33_34,TAMIL NADU,33,VIRUDUNAGAR,34,DHANUSHKODI M,33_34_DHANUSHKODI M,M,GEN,49.0,IND,2522,10,Independent,0
33_34,TAMIL NADU,33,VIRUDUNAGAR,34,PALPANDI S DR,33_34_PALPANDI S DR,M,GEN,30.0,IND,2342,11,Independent,0
33_34,TAMIL NADU,33,VIRUDUNAGAR,34,KARTHIKAISAMY P,33_34_KARTHIKAISAMY P,M,SC,31.0,CPIM,2249,12,Communist Party of India (Marxist-Leninist) Red Star,0
33_34,TAMIL NADU,33,VIRUDUNAGAR,34,KAMALAVELSELVAN,33_34_KAMALAVELSELVAN,M,GEN,41.0,BSP,1685,13,Bahujan Samaj Party,0
33_34,TAMIL NADU,33,VIRUDUNAGAR,34,MOHANRAJ J,33_34_MOHANRAJ J,M,GEN,63.0,JJ,1517,14,Jebamani Janata,0
33_34,TAMIL NADU,33,VIRUDUNAGAR,34,LAKSHMI KANDHAN S,33_34_LAKSHMI KANDHAN S,M,SC,29.0,IND,1155,15,Independent,0
33_34,TAMIL NADU,33,VIRUDUNAGAR,34,KANNAN G,33_34_KANNAN G,M,GEN,30.0,IND,1133,16,Independent,0
33_34,TAMIL NADU,33,VIRUDUNAGAR,34,RADHAKRISHNAN PV,33_34_RADHAKRISHNAN PV,M,GEN,51.0,IND,1068,17,Independent,0
33_34,TAMIL NADU,33,VIRUDUNAGAR,34,MAHALINGAM T,33_34_MAHALINGAM T,M,GEN,36.0,DFBL,1017,18,Desiya Forward Bloc,0
33_34,TAMIL NADU,33,VIRUDUNAGAR,34,PANDIARAJAN R,33_34_PANDIARAJAN R,M,GEN,33.0,IND,922,19,Independent,0
33_34,TAMIL NADU,33,VIRUDUNAGAR,34,SATHESH M,33_34_SATHESH M,M,GEN,31.0,IND,903,20,Independent,0
33_34,TAMIL NADU,33,VIRUDUNAGAR,34,MANMATHAN M,33_34_MANMATHAN M,M,GEN,59.0,IND,714,21,Independent,0
33_34,TAMIL NADU,33,VIRUDUNAGAR,34,SURESH GANDHI C,33_34_SURESH GANDHI C,M,GEN,40.0,IND,711,22,Independent,0
33_34,TAMIL NADU,33,VIRUDUNAGAR,34,PALANICHAMY MALLAR P,33_34_PALANICHAMY MALLAR P,M,SC,28.0,IND,700,23,Independent,0
33_34,TAMIL NADU,33,VIRUDUNAGAR,34,PRADEEPKUMAR D,33_34_PRADEEPKUMAR D,M,GEN,30.0,LSP,681,24,Lok Satta Party,0
33_34,TAMIL NADU,33,VIRUDUNAGAR,34,MADHAVAN P,33_34_MADHAVAN P,M,GEN,40.0,IND,642,25,Independent,0
33_34,TAMIL NADU,33,VIRUDUNAGAR,34,MARIMUTHU C,33_34_MARIMUTHU C,M,GEN,44.0,IND,629,26,Independent,0
33_34,TAMIL NADU,33,VIRUDUNAGAR,34,SANKAR A,33_34_SANKAR A,M,GEN,25.0,IND,532,27,Independent,0
33_13,TAMIL NADU,33,VILUPPURAM,13,RAJENDRAN S,33_13_RAJENDRAN S,M,SC,57.0,ADMK,482704,1,All India Anna Dravida Munnetra Kazhagam,193367
33_13,TAMIL NADU,33,VILUPPURAM,13,MUTHAIYAN K DR,33_13_MUTHAIYAN K DR,M,SC,54.0,DMK,289337,2,Dravida Munnetra Kazhagam,0
33_13,TAMIL NADU,33,VILUPPURAM,13,UMASANKAR K,33_13_UMASANKAR K,M,SC,39.0,DMDK,209663,3,Desiya Murpokku Dravida Kazhagam,0
33_13,TAMIL NADU,33,VILUPPURAM,13,RANI K,33_13_RANI K,F,SC,55.0,INC,21461,4,Indian National Congress,0
33_13,TAMIL NADU,33,VILUPPURAM,13,ANANDAN G,33_13_ANANDAN G,M,SC,53.0,CPM,17408,5,Communist Party of India  (Marxist),0
33_13,TAMIL NADU,33,VILUPPURAM,13,None of the Above,33_13_None of the Above,0,0,0.0,NOTA,11440,6,None of the Above,0
33_13,TAMIL NADU,33,VILUPPURAM,13,MUTHAIYAN N,33_13_MUTHAIYAN N,M,SC,38.0,IND,4780,7,Independent,0
33_13,TAMIL NADU,33,VILUPPURAM,13,VENKATESAN M,33_13_VENKATESAN M,M,SC,43.0,CPI(ML)(L),3906,8,Communist Party of India  (Marxist-Leninist)  (Liberation),0
33_13,TAMIL NADU,33,VILUPPURAM,13,DEVI S,33_13_DEVI S,F,SC,38.0,IND,3443,9,Independent,0
33_13,TAMIL NADU,33,VILUPPURAM,13,KADRVEL M,33_13_KADRVEL M,M,SC,44.0,IND,3430,10,Independent,0
33_13,TAMIL NADU,33,VILUPPURAM,13,VENKATESAN S,33_13_VENKATESAN S,M,SC,42.0,IND,2798,11,Independent,0
33_13,TAMIL NADU,33,VILUPPURAM,13,KARUNSIRUTHAI KALIYAMURTHI G,33_13_KARUNSIRUTHAI KALIYAMURTHI G,M,SC,48.0,BSP,2683,12,Bahujan Samaj Party,0
33_13,TAMIL NADU,33,VILUPPURAM,13,RAMESH A,33_13_RAMESH A,M,SC,34.0,IND,2663,13,Independent,0
33_13,TAMIL NADU,33,VILUPPURAM,13,ELUMALAI D,33_13_ELUMALAI D,M,SC,44.0,IND,2337,14,Independent,0
33_13,TAMIL NADU,33,VILUPPURAM,13,SRINIVASAN K,33_13_SRINIVASAN K,M,SC,60.0,IND,2294,15,Independent,0
33_13,TAMIL NADU,33,VILUPPURAM,13,MUTHIYAN,33_13_MUTHIYAN,M,SC,60.0,IND,1774,16,Independent,0
33_13,TAMIL NADU,33,VILUPPURAM,13,DESINGU K,33_13_DESINGU K,M,SC,45.0,IND,1607,17,Independent,0
33_13,TAMIL NADU,33,VILUPPURAM,13,UMASANKAR M,33_13_UMASANKAR M,M,SC,41.0,IND,1212,18,Independent,0
33_13,TAMIL NADU,33,VILUPPURAM,13,RAJAMANICKAM K,33_13_RAJAMANICKAM K,M,SC,41.0,IND,1197,19,Independent,0
33_13,TAMIL NADU,33,VILUPPURAM,13,ARASAN K,33_13_ARASAN K,M,SC,65.0,IND,811,20,Independent,0
33_13,TAMIL NADU,33,VILUPPURAM,13,ARUMUGAM R,33_13_ARUMUGAM R,M,SC,44.0,IND,693,21,Independent,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,KESINENI SRINIVAS,28_29_KESINENI SRINIVAS,,,,TDP,592696,1,Telugu Desam,74862
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,KONERU RAJENDRA PRASAD,28_29_KONERU RAJENDRA PRASAD,M,GEN,63.0,YSRCP,517834,2,Yuvajana Sramika Rythu Congress Party,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,AVINASH DEVINENI,28_29_AVINASH DEVINENI,M,GEN,26.0,INC,39751,3,Indian National Congress,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,KAMBALA. SUBRAHMANYAM (SASTRY),28_29_KAMBALA. SUBRAHMANYAM (SASTRY),M,GEN,39.0,WPOI,7538,4,Welfare Party Of India,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,ISHWARYA LAKSHMI CHINNAM,28_29_ISHWARYA LAKSHMI CHINNAM,F,GEN,35.0,JaSPa,5296,5,Jai Samaikyandhra Party,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,None of the Above,28_29_None of the Above,0,0,0.0,NOTA,5290,6,None of the Above,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,CHIGURUPATI RAMALINGESWARA RAO,28_29_CHIGURUPATI RAMALINGESWARA RAO,M,GEN,37.0,BSP,3579,7,Bahujan Samaj Party,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,HAR MOHINDER SINGH SAHANI,28_29_HAR MOHINDER SINGH SAHANI,M,GEN,62.0,AAAP,3088,8,Aam Aadmi Party,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,M.PHANI PRAKASH,28_29_M.PHANI PRAKASH,M,GEN,61.0,IND,2809,9,Independent,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,RAJA KUMARI GUNDAPANENI,28_29_RAJA KUMARI GUNDAPANENI,F,GEN,54.0,PPOI,2570,10,Pyramid Party of India,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,TATINENI SRINIVASA RAO,28_29_TATINENI SRINIVASA RAO,M,GEN,55.0,IND,2456,11,Independent,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,DASARI VENKATA NAGESH,28_29_DASARI VENKATA NAGESH,M,GEN,50.0,IND,1873,12,Independent,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,SURAPANENI SARATBABU,28_29_SURAPANENI SARATBABU,M,GEN,64.0,IND,1521,13,Independent,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,YARAM KATAM RAJU,28_29_YARAM KATAM RAJU,M,SC,52.0,IND,1402,14,Independent,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,ALTAF ALI MOHAMED,28_29_ALTAF ALI MOHAMED,M,GEN,36.0,IND,1167,15,Independent,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,KONERU RAMACHANDRA PRASAD,28_29_KONERU RAMACHANDRA PRASAD,M,GEN,42.0,IND,1096,16,Independent,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,KONERU RAJENDRA PRASAD,28_29_KONERU RAJENDRA PRASAD,M,GEN,63.0,IND,1014,17,Independent,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,CHATRAGADDA PRATAP,28_29_CHATRAGADDA PRATAP,M,GEN,25.0,IND,950,18,Independent,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,SUNKARA KRISHNA MURTHY,28_29_SUNKARA KRISHNA MURTHY,M,GEN,51.0,ARPS,803,19,Andhra Rastra Praja Samithi,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,V.R.K.MURTHY.,28_29_V.R.K.MURTHY.,M,GEN,72.0,IND,748,20,Independent,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,BOLISETTY HARIBABU,28_29_BOLISETTY HARIBABU,M,GEN,55.0,IND,667,21,Independent,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,AHMED ANSARI SYED,28_29_AHMED ANSARI SYED,M,GEN,58.0,IND,504,22,Independent,0
28_29,ANDHRA PRADESH,28,VIJAYAWADA,29,P.V. KRISHNAIAH,28_29_P.V. KRISHNAIAH,M,GEN,56.0,IND,423,23,Independent,0
23_18,MADHYA PRADESH,23,VIDISHA,18,SUSHMA SWARAJ,23_18_SUSHMA SWARAJ,F,GEN,62.0,BJP,714348,1,Bharatiya Janata Party,410698
23_18,MADHYA PRADESH,23,VIDISHA,18,LAKSHMAN SINGH,23_18_LAKSHMAN SINGH,M,GEN,59.0,INC,303650,2,Indian National Congress,0
23_18,MADHYA PRADESH,23,VIDISHA,18,KAMLESH SALLAM,23_18_KAMLESH SALLAM,M,ST,42.0,GGP,10824,3,Gondvana Gantantra Party,0
23_18,MADHYA PRADESH,23,VIDISHA,18,None of the Above,23_18_None of the Above,0,0,0.0,NOTA,10618,4,None of the Above,0
23_18,MADHYA PRADESH,23,VIDISHA,18,AMAR SINGH PATEL,23_18_AMAR SINGH PATEL,M,GEN,46.0,BSP,9699,5,Bahujan Samaj Party,0
23_18,MADHYA PRADESH,23,VIDISHA,18,CHANDRESH SINGH,23_18_CHANDRESH SINGH,M,ST,39.0,IND,5359,6,Independent,0
23_18,MADHYA PRADESH,23,VIDISHA,18,ENGINEEAR BHAGWAT SINGH RAJPUT,23_18_ENGINEEAR BHAGWAT SINGH RAJPUT,M,GEN,57.0,AAAP,5204,7,Aam Aadmi Party,0
23_18,MADHYA PRADESH,23,VIDISHA,18,RAMDAYAL KORI,23_18_RAMDAYAL KORI,M,SC,46.0,IND,4159,8,Independent,0
23_18,MADHYA PRADESH,23,VIDISHA,18,MANOJ KUMAR YADAV,23_18_MANOJ KUMAR YADAV,M,GEN,33.0,SP,3293,9,Samajwadi Party,0
23_18,MADHYA PRADESH,23,VIDISHA,18,SHOIAB KHAN,23_18_SHOIAB KHAN,M,GEN,29.0,PRSP,2200,10,Prajatantrik Samadhan Party,0
23_18,MADHYA PRADESH,23,VIDISHA,18,GANESH RAJAK,23_18_GANESH RAJAK,M,SC,33.0,SAP,1761,11,Samata Party,0
23_18,MADHYA PRADESH,23,VIDISHA,18,NARMADA PRASHAD AHIRWAR,23_18_NARMADA PRASHAD AHIRWAR,M,SC,60.0,BMUP,1270,12,Bahujan Mukti Party,0
23_18,MADHYA PRADESH,23,VIDISHA,18,BABULAL,23_18_BABULAL,M,SC,38.0,SamSP,1088,13,Samata Samadhan Party,0
33_8,TAMIL NADU,33,VELLORE,8,"SENGUTTUVAN, B.","33_8_SENGUTTUVAN, B.",M,GEN,57.0,ADMK,383719,1,All India Anna Dravida Munnetra Kazhagam,59393
33_8,TAMIL NADU,33,VELLORE,8,"SHANMUGAM, A.C.","33_8_SHANMUGAM, A.C.",M,GEN,63.0,BJP,324326,2,Bharatiya Janata Party,0
33_8,TAMIL NADU,33,VELLORE,8,"ABDUL RAHMAN, M.","33_8_ABDUL RAHMAN, M.",M,GEN,54.0,IUML,205896,3,Indian Union Muslim League,0
33_8,TAMIL NADU,33,VELLORE,8,"VIJAY ELANCHEZIAN, J.","33_8_VIJAY ELANCHEZIAN, J.",M,GEN,32.0,INC,21650,4,Indian National Congress,0
33_8,TAMIL NADU,33,VELLORE,8,None of the Above,33_8_None of the Above,0,0,0.0,NOTA,7100,5,None of the Above,0
33_8,TAMIL NADU,33,VELLORE,8,"GOPU, C.","33_8_GOPU, C.",M,GEN,58.0,IND,6056,6,Independent,0
33_8,TAMIL NADU,33,VELLORE,8,"GOVINDAN, C.","33_8_GOVINDAN, C.",M,ST,44.0,IND,4169,7,Independent,0
33_8,TAMIL NADU,33,VELLORE,8,"IMDAD SHARIFF, A.","33_8_IMDAD SHARIFF, A.",M,GEN,34.0,AAAP,3742,8,Aam Aadmi Party,0
33_8,TAMIL NADU,33,VELLORE,8,"SIVAPRAKASAM, R.S.","33_8_SIVAPRAKASAM, R.S.",M,GEN,58.0,IND,3603,9,Independent,0
33_8,TAMIL NADU,33,VELLORE,8,JAYAPRAKASH,33_8_JAYAPRAKASH,M,SC,35.0,BSP,2791,10,Bahujan Samaj Party,0
33_8,TAMIL NADU,33,VELLORE,8,"KESAVAN, M.","33_8_KESAVAN, M.",M,GEN,46.0,IND,1708,11,Independent,0
33_8,TAMIL NADU,33,VELLORE,8,"THIRUPATHY, T.","33_8_THIRUPATHY, T.",M,GEN,66.0,IND,1293,12,Independent,0
33_8,TAMIL NADU,33,VELLORE,8,"ABDUL RAHMAN, B.","33_8_ABDUL RAHMAN, B.",M,GEN,57.0,IND,1052,13,Independent,0
33_8,TAMIL NADU,33,VELLORE,8,"GANGADARAN, K.","33_8_GANGADARAN, K.",M,SC,70.0,IND,991,14,Independent,0
33_8,TAMIL NADU,33,VELLORE,8,"SUGUMAR, K.","33_8_SUGUMAR, K.",M,GEN,62.0,IND,828,15,Independent,0
33_8,TAMIL NADU,33,VELLORE,8,"ESWARAN, R.","33_8_ESWARAN, R.",M,GEN,49.0,IND,790,16,Independent,0
33_8,TAMIL NADU,33,VELLORE,8,"VENKATESAN, R.","33_8_VENKATESAN, R.",M,GEN,42.0,IND,764,17,Independent,0
33_8,TAMIL NADU,33,VELLORE,8,"NANDHA KUMAR, V.","33_8_NANDHA KUMAR, V.",M,GEN,32.0,SP,745,18,Samajwadi Party,0
33_8,TAMIL NADU,33,VELLORE,8,"ABDUL RAHMAN, N.","33_8_ABDUL RAHMAN, N.",M,GEN,57.0,IND,581,19,Independent,0
33_8,TAMIL NADU,33,VELLORE,8,"LALITHA, K.","33_8_LALITHA, K.",F,GEN,49.0,IND,561,20,Independent,0
33_8,TAMIL NADU,33,VELLORE,8,"DHANDAPANI, M.","33_8_DHANDAPANI, M.",M,GEN,66.0,IND,558,21,Independent,0
33_8,TAMIL NADU,33,VELLORE,8,"SHAREEF BASHA, H.","33_8_SHAREEF BASHA, H.",M,GEN,36.0,SAP,496,22,Samata Party,0
33_8,TAMIL NADU,33,VELLORE,8,"GEORGE, V.A.","33_8_GEORGE, V.A.",M,GEN,57.0,BDBRAJP,491,23,Bharatiya Dr. B.R.Ambedkar Janta Party,0
33_8,TAMIL NADU,33,VELLORE,8,"GANGADHARAN, K.","33_8_GANGADHARAN, K.",M,GEN,40.0,TNMC,430,24,Tamil Nadu Makkal Congress,0
33_8,TAMIL NADU,33,VELLORE,8,"MANIMARAN, M.","33_8_MANIMARAN, M.",M,SC,26.0,IND,430,24,Independent,0
9_77,UTTAR PRADESH,9,VARANASI,77,NARENDRA MODI,9_77_NARENDRA MODI,M,GEN,63.0,BJP,581022,1,Bharatiya Janata Party,371784
9_77,UTTAR PRADESH,9,VARANASI,77,ARVIND KEJRIWAL,9_77_ARVIND KEJRIWAL,M,GEN,45.0,AAAP,209238,2,Aam Aadmi Party,0
9_77,UTTAR PRADESH,9,VARANASI,77,AJAY RAI,9_77_AJAY RAI,M,GEN,42.0,INC,75614,3,Indian National Congress,0
9_77,UTTAR PRADESH,9,VARANASI,77,VIJAY PRAKASH JAISAWAL,9_77_VIJAY PRAKASH JAISAWAL,M,GEN,48.0,BSP,60579,4,Bahujan Samaj Party,0
9_77,UTTAR PRADESH,9,VARANASI,77,KAILASH CHAURASIYA,9_77_KAILASH CHAURASIYA,M,GEN,55.0,SP,45291,5,Samajwadi Party,0
9_77,UTTAR PRADESH,9,VARANASI,77,RAJESH BHARTI SURYA,9_77_RAJESH BHARTI SURYA,M,SC,38.0,RaAD,4327,6,Rashtriya Ambedkar Dal,0
9_77,UTTAR PRADESH,9,VARANASI,77,ARUN,9_77_ARUN,M,GEN,29.0,BSCP,3634,7,Bhartiya Shakti Chetna Party,0
9_77,UTTAR PRADESH,9,VARANASI,77,SARVESH KUMAR GUPTA,9_77_SARVESH KUMAR GUPTA,M,GEN,54.0,IND,3023,8,Independent,0
9_77,UTTAR PRADESH,9,VARANASI,77,BASEER KINNAR,9_77_BASEER KINNAR,O,GEN,50.0,IND,2850,9,Independent,0
9_77,UTTAR PRADESH,9,VARANASI,77,INDIRA TIWARI,9_77_INDIRA TIWARI,F,GEN,56.0,AITC,2674,10,All India Trinamool Congress,0
9_77,UTTAR PRADESH,9,VARANASI,77,HIRALAL YADAV,9_77_HIRALAL YADAV,M,GEN,57.0,CPM,2457,11,Communist Party of India  (Marxist),0
9_77,UTTAR PRADESH,9,VARANASI,77,IFTEKHAR KURAISHI,9_77_IFTEKHAR KURAISHI,M,GEN,42.0,IND,2323,12,Independent,0
9_77,UTTAR PRADESH,9,VARANASI,77,NARENDRA NATH DUBEY ADIG,9_77_NARENDRA NATH DUBEY ADIG,M,GEN,47.0,JSEP,2277,13,Jan Shakti Ekta Party,0
9_77,UTTAR PRADESH,9,VARANASI,77,None of the Above,9_77_None of the Above,0,0,0.0,NOTA,2051,14,None of the Above,0
9_77,UTTAR PRADESH,9,VARANASI,77,A.K. AGGARWAL,9_77_A.K. AGGARWAL,M,GEN,47.0,AGRJP,2037,15,Agar Jan Party,0
9_77,UTTAR PRADESH,9,VARANASI,77,SHIVHARI AGARWAL,9_77_SHIVHARI AGARWAL,M,GEN,54.0,BhNP,2000,16,Bharat Nirman Party,0
9_77,UTTAR PRADESH,9,VARANASI,77,PRAMOD KUMAR,9_77_PRAMOD KUMAR,M,GEN,60.0,IND,1807,17,Independent,0
9_77,UTTAR PRADESH,9,VARANASI,77,DEVI PRASAD NAND,9_77_DEVI PRASAD NAND,M,GEN,77.0,MADP,1740,18,Moulik Adhikar Party,0
9_77,UTTAR PRADESH,9,VARANASI,77,ABHIMANYU SINGH PATEL,9_77_ABHIMANYU SINGH PATEL,M,GEN,38.0,BMUP,1644,19,Bahujan Mukti Party,0
9_77,UTTAR PRADESH,9,VARANASI,77,JOHNSON THOMAS,9_77_JOHNSON THOMAS,M,GEN,48.0,IND,1524,20,Independent,0
9_77,UTTAR PRADESH,9,VARANASI,77,SANTOSH KUMAR,9_77_SANTOSH KUMAR,M,SC,28.0,RVMP,1434,21,Rashtriya Vikas Manch Party,0
9_77,UTTAR PRADESH,9,VARANASI,77,RAM LAKHAN GUPTA,9_77_RAM LAKHAN GUPTA,M,GEN,60.0,JAP,1376,22,Jantantra Party,0
9_77,UTTAR PRADESH,9,VARANASI,77,RAJENDRA PRASAD (GARIB DAS),9_77_RAJENDRA PRASAD (GARIB DAS),M,GEN,54.0,IND,1367,23,Independent,0
9_77,UTTAR PRADESH,9,VARANASI,77,PRAKASH PRASAD,9_77_PRAKASH PRASAD,M,GEN,42.0,IND,1361,24,Independent,0
9_77,UTTAR PRADESH,9,VARANASI,77,NARENDRA BAHADUR SINGH,9_77_NARENDRA BAHADUR SINGH,M,GEN,55.0,IND,1306,25,Independent,0
9_77,UTTAR PRADESH,9,VARANASI,77,HEMANT KUMAR YADAV,9_77_HEMANT KUMAR YADAV,M,GEN,34.0,INL,1202,26,Indian National League,0
9_77,UTTAR PRADESH,9,VARANASI,77,BACHCHAN PRASAD YADAV,9_77_BACHCHAN PRASAD YADAV,M,GEN,35.0,IND,1192,27,Independent,0
9_77,UTTAR PRADESH,9,VARANASI,77,BACHCHELAL,9_77_BACHCHELAL,M,GEN,42.0,LPSP,1172,28,Lokpriya Samaj Party,0
9_77,UTTAR PRADESH,9,VARANASI,77,GHANSHYAM,9_77_GHANSHYAM,M,ST,42.0,IND,1151,29,Independent,0
9_77,UTTAR PRADESH,9,VARANASI,77,OM GURU CHARAN DAS ALIAS VIMAL KUMAR SINGH,9_77_OM GURU CHARAN DAS ALIAS VIMAL KUMAR SINGH,M,GEN,39.0,ssrd,1144,30,Sanatan Sanskriti Raksha Dal,0
9_77,UTTAR PRADESH,9,VARANASI,77,PRABHAT KUMAR,9_77_PRABHAT KUMAR,M,GEN,47.0,IND,1089,31,Independent,0
9_77,UTTAR PRADESH,9,VARANASI,77,MANOJ KUMAR CHAUBEY,9_77_MANOJ KUMAR CHAUBEY,M,GEN,35.0,IND,1074,32,Independent,0
9_77,UTTAR PRADESH,9,VARANASI,77,RAVINDRA KUMAR,9_77_RAVINDRA KUMAR,M,GEN,41.0,IND,1012,33,Independent,0
9_77,UTTAR PRADESH,9,VARANASI,77,LALLAN,9_77_LALLAN,M,GEN,56.0,MaJP,997,34,Manavadhikar Janshakti Party,0
9_77,UTTAR PRADESH,9,VARANASI,77,AHMED SOHEL SIDDIQUI,9_77_AHMED SOHEL SIDDIQUI,M,GEN,50.0,IND,937,35,Independent,0
9_77,UTTAR PRADESH,9,VARANASI,77,USMAN,9_77_USMAN,M,GEN,30.0,RsAD,878,36,Rashtriya Apna Dal,0
9_77,UTTAR PRADESH,9,VARANASI,77,HARI LAL,9_77_HARI LAL,M,SC,29.0,RaIP,838,37,Rastriya Insaaf Party,0
9_77,UTTAR PRADESH,9,VARANASI,77,RAJIV KUMAR MISHRA,9_77_RAJIV KUMAR MISHRA,M,GEN,45.0,IND,677,38,Independent,0
9_77,UTTAR PRADESH,9,VARANASI,77,SATYAPRAKASH SRIVASTAVA,9_77_SATYAPRAKASH SRIVASTAVA,M,GEN,42.0,IND,599,39,Independent,0
9_77,UTTAR PRADESH,9,VARANASI,77,MAHENDRA MISHRA,9_77_MAHENDRA MISHRA,M,GEN,57.0,IND,573,40,Independent,0
9_77,UTTAR PRADESH,9,VARANASI,77,SATISH SHANKAR JAYASWAL,9_77_SATISH SHANKAR JAYASWAL,M,GEN,32.0,IND,459,41,Independent,0
9_77,UTTAR PRADESH,9,VARANASI,77,RAMPYARE SINGH,9_77_RAMPYARE SINGH,M,GEN,50.0,IND,423,42,Independent,0
9_77,UTTAR PRADESH,9,VARANASI,77,SHIV KUMAR SHAH,9_77_SHIV KUMAR SHAH,M,GEN,43.0,IND,312,43,Independent,0
24_26,GUJARAT,24,VALSAD,26,DR. K.C.PATEL,24_26_DR. K.C.PATEL,M,ST,65.0,BJP,617772,1,Bharatiya Janata Party,208004
24_26,GUJARAT,24,VALSAD,26,KISHANBHAI  VESTABHAI PATEL,24_26_KISHANBHAI  VESTABHAI PATEL,M,ST,48.0,INC,409768,2,Indian National Congress,0
24_26,GUJARAT,24,VALSAD,26,None of the Above,24_26_None of the Above,0,0,0.0,NOTA,26606,3,None of the Above,0
24_26,GUJARAT,24,VALSAD,26,THAKRIYA RATILAL VAJIRBHAI,24_26_THAKRIYA RATILAL VAJIRBHAI,M,ST,64.0,BSP,14202,4,Bahujan Samaj Party,0
24_26,GUJARAT,24,VALSAD,26,PATEL BUDHABHAI RANCHHODBHAI,24_26_PATEL BUDHABHAI RANCHHODBHAI,M,ST,53.0,IND,12757,5,Independent,0
24_26,GUJARAT,24,VALSAD,26,GAURANGBHAI RAMESHBHAI PATEL,24_26_GAURANGBHAI RAMESHBHAI PATEL,M,ST,30.0,HJP,11372,6,Hindustan Janta Party,0
24_26,GUJARAT,24,VALSAD,26,VADIA LAXMANBHAI CHHAGANBHAI,24_26_VADIA LAXMANBHAI CHHAGANBHAI,,,,CPI(ML)(L),9702,7,Communist Party of India  (Marxist-Leninist)  (Liberation),0
24_26,GUJARAT,24,VALSAD,26,PATEL GOVINDBHAI RANCHHODBHAI,24_26_PATEL GOVINDBHAI RANCHHODBHAI,M,ST,68.0,AAAP,8047,8,Aam Aadmi Party,0
24_26,GUJARAT,24,VALSAD,26,DR.PANKAJKUMAR PARBHUBHAI PATEL,24_26_DR.PANKAJKUMAR PARBHUBHAI PATEL,M,ST,45.0,ADSP,6028,9,Aadivasi Sena Party,0
24_26,GUJARAT,24,VALSAD,26,PATEL SHAILESHBHAI GANDABHAI,24_26_PATEL SHAILESHBHAI GANDABHAI,M,ST,44.0,JD(U),2982,10,Janata Dal  (United),0
24_26,GUJARAT,24,VALSAD,26,TALAVIYA BABUBHAI CHHAGANBHAI,24_26_TALAVIYA BABUBHAI CHHAGANBHAI,M,ST,60.0,BMUP,2967,11,Bahujan Mukti Party,0
10_1,BIHAR,10,VALMIKI NAGAR,1,SATISH CHANDRA DUBEY,10_1_SATISH CHANDRA DUBEY,M,GEN,39.0,BJP,364011,1,Bharatiya Janata Party,117793
10_1,BIHAR,10,VALMIKI NAGAR,1,PURNMASI RAM,10_1_PURNMASI RAM,M,SC,57.0,INC,246218,2,Indian National Congress,0
10_1,BIHAR,10,VALMIKI NAGAR,1,BAIDYA NATH PRASAD MAHATO,10_1_BAIDYA NATH PRASAD MAHATO,M,GEN,57.0,JD(U),81612,3,Janata Dal  (United),0
10_1,BIHAR,10,VALMIKI NAGAR,1,DILIP VARMA,10_1_DILIP VARMA,M,GEN,60.0,IND,58817,4,Independent,0
10_1,BIHAR,10,VALMIKI NAGAR,1,AMAR SAHANI,10_1_AMAR SAHANI,M,GEN,38.0,BED,35888,5,Bharatiya Ekta Dal,0
10_1,BIHAR,10,VALMIKI NAGAR,1,PROF. AMARESH PRASAD,10_1_PROF. AMARESH PRASAD,M,ST,62.0,JMM,27603,6,Jharkhand Mukti Morcha,0
10_1,BIHAR,10,VALMIKI NAGAR,1,None of the Above,10_1_None of the Above,0,0,0.0,NOTA,15515,7,None of the Above,0
